deal_id,deal_date,city,neighborhood,street,house_number,property_type,rooms,sqm,price,lat,lon
103380,2025-09-21,Haifa,Neve Shaanan,Frug,11,garden_apartment,5,120,2243000,32.791687,34.972514
103381,2025-01-13,Haifa,Romema,Weizmann,69,apartment,6,160,2704000,32.786513,34.992473
103382,2025-07-27,Haifa,Bat Galim,Marmorek,121,private_house,3,62,1046000,32.793456,35.012478
103383,2024-07-13,Haifa,Romema,HaShalom,123,apartment,4,90,1938000,32.783291,34.989479
103384,2025-03-02,Haifa,Neve Shaanan,HaShalom,76,garden_apartment,4,90,1428000,32.792824,34.986409
103385,2026-02-11,Haifa,Carmel Center,HaShalom,59,garden_apartment,2,45,730000,32.798382,34.970549
103386,2025-12-29,Haifa,Romema,Ahad HaAm,120,private_house,5,110,2218000,32.794270,34.983869
103387,2024-08-29,Haifa,Romema,Allenby,30,apartment,5,110,2197000,32.800255,35.003535
103388,2026-05-05,Haifa,Neve Shaanan,Borochov,158,private_house,2,45,930000,32.813226,34.995280
103389,2026-04-25,Haifa,Neve Shaanan,Hartom,88,apartment,3,62,1017000,32.780905,34.989190
103390,2025-05-08,Haifa,Hadar,HaShalom,1,apartment,4,90,1899000,32.798211,34.982245
103391,2025-09-29,Haifa,Romema,Hartom,134,apartment,4.5,100,1689000,32.788976,34.987009
103392,2024-09-24,Haifa,Hadar,Borochov,85,apartment,5.5,140,1812000,32.786026,35.000389
103393,2025-06-04,Haifa,Neve Shaanan,Frug,122,garden_apartment,2,45,885000,32.791714,34.989647
103394,2025-05-09,Haifa,Hadar,Ahad HaAm,93,private_house,4.5,100,1463000,32.808590,34.991406
103395,2025-12-20,Haifa,Romema,Ahad HaAm,20,penthouse,5.5,140,2496000,32.781718,34.985675
103396,2024-09-30,Haifa,Bat Galim,Herzl,157,apartment,5,110,2215000,32.803403,34.991467
103397,2024-06-28,Haifa,Romema,HaShalom,109,garden_apartment,2,45,746000,32.799551,34.987202
103398,2024-07-30,Haifa,Bat Galim,Hartom,124,apartment,5,120,2355000,32.811034,34.975102
103399,2024-12-10,Haifa,Hadar,Bialik,90,apartment,4,90,1426000,32.783774,34.972908
103400,2026-05-11,Haifa,Neve Shaanan,Sokolov,193,penthouse,2.5,55,829000,32.789852,34.979594
103401,2025-06-11,Haifa,Bat Galim,Weizmann,70,private_house,3,62,917000,32.794636,35.005101
103402,2024-08-19,Haifa,Carmel Center,Borochov,149,penthouse,6,160,2914000,32.808363,34.991881
103403,2025-07-05,Haifa,Hadar,Hartom,150,apartment,4,82,1085000,32.791993,34.961003
103404,2024-05-29,Haifa,Hadar,Rambam,44,apartment,5.5,140,2136000,32.791454,34.998248
103405,2025-06-16,Haifa,Hadar,Herzl,106,apartment,6,160,2599000,32.802683,34.988098
103406,2025-02-28,Haifa,Romema,Tchernichovsky,107,apartment,2.5,55,1155000,32.787393,34.984410
103407,2025-07-23,Haifa,Hadar,Hartom,50,apartment,2,45,865000,32.775826,34.976458
103408,2024-11-06,Haifa,Bat Galim,Tchernichovsky,55,apartment,2.5,55,998000,32.771707,34.973109
103409,2026-01-30,Haifa,Bat Galim,Bialik,152,apartment,5,120,2088000,32.803872,34.988232
103410,2026-04-28,Haifa,Neve Shaanan,Tchernichovsky,28,garden_apartment,3,68,1116000,32.791367,34.981729
103411,2024-08-22,Haifa,Romema,Tchernichovsky,17,penthouse,6,160,2659000,32.789528,35.003358
103412,2024-06-04,Haifa,Neve Shaanan,Hartom,51,private_house,3,68,864000,32.808553,34.972586
103413,2024-08-16,Haifa,Carmel Center,HaShalom,83,apartment,3,62,941000,32.804112,34.993874
103414,2026-02-26,Haifa,Romema,Jabotinsky,156,apartment,2.5,55,850000,32.792532,34.991809
103415,2026-02-22,Haifa,Carmel Center,Ben Yehuda,59,apartment,6,160,3313000,32.799002,34.976799
103416,2024-06-07,Haifa,Romema,Weizmann,97,apartment,4,90,1442000,32.796629,34.984507
103417,2025-10-01,Haifa,Neve Shaanan,HaShalom,29,apartment,4,90,1891000,32.809998,34.985878
103418,2024-09-27,Haifa,Romema,Weizmann,32,apartment,5,110,1794000,32.781292,35.006217
103419,2026-01-19,Haifa,Romema,Bialik,127,garden_apartment,2,45,859000,32.797675,34.992716
103420,2025-01-01,Haifa,Neve Shaanan,HaShalom,25,garden_apartment,3,62,885000,32.811936,35.012347
103421,2025-01-30,Haifa,Hadar,Jabotinsky,63,apartment,4.5,100,1382000,32.780974,34.985364
103422,2026-02-13,Haifa,Bat Galim,Marmorek,31,penthouse,5.5,140,2240000,32.809885,34.993603
103423,2024-08-03,Haifa,Carmel Center,Herzl,138,apartment,2,45,773000,32.769403,34.991791
103424,2026-01-01,Haifa,Bat Galim,Hartom,52,apartment,5.5,140,2250000,32.794559,34.987161
103425,2025-05-23,Haifa,Neve Shaanan,Tchernichovsky,148,apartment,2.5,55,1044000,32.803357,34.993921
103426,2025-10-30,Haifa,Hadar,Herzl,45,apartment,4,82,1376000,32.786772,34.979911
103427,2026-05-15,Haifa,Romema,Rambam,155,private_house,4.5,100,2138000,32.804181,34.973280
103428,2025-06-24,Haifa,Hadar,Frug,1,garden_apartment,3,68,1335000,32.811976,34.991443
103429,2026-01-14,Haifa,Romema,Frug,189,private_house,3,62,733000,32.800071,35.016542
103430,2025-10-31,Haifa,Carmel Center,Borochov,132,penthouse,5,120,2258000,32.786507,34.999413
103431,2024-10-16,Haifa,Romema,Jabotinsky,92,apartment,3,68,1294000,32.783259,34.988212
103432,2026-03-22,Haifa,Hadar,Rambam,41,garden_apartment,6,160,2456000,32.795607,34.982844
103433,2024-11-08,Haifa,Bat Galim,Hartom,91,apartment,3,68,1093000,32.810927,34.972257
103434,2025-09-05,Haifa,Carmel Center,Borochov,130,garden_apartment,2.5,55,916000,32.797020,34.984140
103435,2024-07-19,Haifa,Bat Galim,Rambam,114,apartment,3.5,75,1493000,32.786383,34.981912
103436,2024-09-12,Haifa,Bat Galim,Bialik,151,garden_apartment,4,90,1676000,32.791907,34.996706
103437,2024-11-14,Haifa,Carmel Center,Rambam,144,apartment,3,62,1276000,32.812633,34.981985
103438,2025-05-18,Haifa,Carmel Center,HaShalom,130,apartment,6,160,1923000,32.786275,34.992331
103439,2025-10-25,Haifa,Carmel Center,Marmorek,163,penthouse,6,160,2986000,32.799082,34.990221
103440,2025-07-25,Haifa,Romema,Ahad HaAm,46,garden_apartment,5,120,2090000,32.791273,35.003724
103441,2025-04-19,Haifa,Carmel Center,Ben Yehuda,106,apartment,6,160,3152000,32.821807,34.972565
103442,2025-10-29,Haifa,Hadar,Allenby,170,private_house,4,90,1855000,32.781728,34.986112
103443,2025-10-17,Haifa,Neve Shaanan,Borochov,85,apartment,4.5,100,1740000,32.787251,34.981844
103444,2026-03-08,Haifa,Hadar,Marmorek,91,private_house,3.5,75,1250000,32.798451,34.975580
103445,2024-09-05,Haifa,Bat Galim,Frug,89,garden_apartment,3,68,1355000,32.783415,34.966302
103446,2026-01-17,Haifa,Carmel Center,Jabotinsky,156,apartment,5.5,140,3182000,32.813791,35.002733
103447,2025-05-28,Haifa,Carmel Center,HaShalom,40,garden_apartment,2.5,55,670000,32.793942,34.994138
103448,2026-02-08,Haifa,Carmel Center,Ben Yehuda,79,apartment,6,160,2357000,32.819380,34.990693
103449,2025-03-25,Haifa,Neve Shaanan,Marmorek,13,private_house,2.5,55,1142000,32.801854,34.980289
103450,2025-01-06,Haifa,Hadar,Tchernichovsky,20,penthouse,4,90,1731000,32.796638,34.991615
103451,2024-12-29,Haifa,Carmel Center,Jabotinsky,161,apartment,4.5,100,1797000,32.805577,34.978574
103452,2025-08-03,Haifa,Romema,Borochov,125,private_house,4,90,1407000,32.814132,34.987501
103453,2025-07-01,Haifa,Bat Galim,HaShalom,95,private_house,2,45,809000,32.771368,34.996106
103454,2025-09-20,Haifa,Carmel Center,Frug,132,garden_apartment,3,62,960000,32.802724,34.984401
103455,2025-08-08,Haifa,Romema,Tchernichovsky,2,penthouse,3,68,1098000,32.801549,34.964808
103456,2025-07-24,Haifa,Hadar,Tchernichovsky,60,garden_apartment,5,120,2061000,32.798132,34.986342
103457,2025-02-11,Haifa,Carmel Center,Sokolov,44,private_house,6,160,3674000,32.804941,35.002590
103458,2024-06-16,Haifa,Romema,Allenby,158,apartment,3,68,1254000,32.786677,34.997854
103459,2025-11-08,Haifa,Romema,Ben Yehuda,180,apartment,3,68,1035000,32.804470,34.970975
103460,2024-09-13,Haifa,Bat Galim,Ahad HaAm,14,private_house,4.5,100,1691000,32.808570,34.973658
103461,2025-02-25,Haifa,Romema,Tchernichovsky,47,private_house,4.5,100,1705000,32.799305,34.984251
103462,2025-06-28,Haifa,Neve Shaanan,Allenby,101,penthouse,2,45,775000,32.808113,34.999359
103463,2026-01-17,Haifa,Romema,Hartom,105,private_house,2,45,755000,32.782003,34.973821
103464,2025-10-21,Haifa,Romema,Frug,160,apartment,5,120,2468000,32.780336,35.009157
103465,2026-01-27,Haifa,Hadar,Jabotinsky,8,garden_apartment,4.5,100,1802000,32.782502,34.984049
103466,2024-06-01,Haifa,Carmel Center,Borochov,29,apartment,2.5,55,924000,32.785182,34.979532
103467,2025-06-17,Haifa,Carmel Center,Ahad HaAm,58,penthouse,3.5,75,1167000,32.785669,34.979575
103468,2026-05-09,Haifa,Hadar,Weizmann,174,private_house,3,68,980000,32.798639,34.996112
103469,2024-06-25,Haifa,Hadar,Sokolov,68,apartment,4,90,1657000,32.779621,34.991493
103470,2025-03-12,Haifa,Neve Shaanan,Rambam,36,penthouse,5.5,140,2367000,32.766303,34.977227
103471,2025-07-12,Haifa,Romema,Ben Yehuda,111,garden_apartment,2,45,710000,32.793010,34.961032
103472,2024-09-07,Haifa,Hadar,Rambam,59,garden_apartment,2,45,847000,32.781420,34.980478
103473,2026-04-13,Haifa,Bat Galim,Rambam,111,penthouse,3,68,1248000,32.792868,34.980937
103474,2025-01-18,Haifa,Carmel Center,Borochov,32,apartment,4,82,1114000,32.774384,34.983132
103475,2026-04-13,Haifa,Romema,HaShalom,165,private_house,3,68,997000,32.777023,35.015705
103476,2025-12-27,Haifa,Bat Galim,HaShalom,105,garden_apartment,2,45,857000,32.797136,35.017764
103477,2024-10-18,Haifa,Romema,Rambam,141,apartment,4.5,100,2078000,32.792836,34.985735
103478,2025-12-09,Haifa,Neve Shaanan,Allenby,58,apartment,4,90,1286000,32.786030,34.987035
103479,2025-06-04,Haifa,Bat Galim,Tchernichovsky,13,apartment,3,68,1147000,32.819472,35.004133
103480,2024-10-11,Haifa,Hadar,Sokolov,4,apartment,5,110,1629000,32.780073,34.982082
103481,2025-12-17,Haifa,Bat Galim,Ahad HaAm,64,apartment,6,160,2302000,32.798126,34.992274
103482,2026-05-11,Haifa,Romema,Sokolov,86,private_house,4.5,100,1456000,32.804987,34.998856
103483,2024-09-05,Haifa,Bat Galim,Herzl,67,apartment,5.5,140,2502000,32.774913,35.009954
103484,2025-08-04,Haifa,Bat Galim,Ben Yehuda,133,apartment,3.5,75,1759000,32.785493,34.965061
103485,2025-12-18,Haifa,Bat Galim,Borochov,127,private_house,5,120,2398000,32.807440,35.001760
103486,2025-07-19,Haifa,Romema,Ahad HaAm,141,private_house,6,160,2949000,32.796858,34.988514
103487,2025-08-02,Haifa,Hadar,Bialik,120,garden_apartment,3,68,1703000,32.796697,34.992945
103488,2024-12-25,Haifa,Hadar,Allenby,31,apartment,2,45,791000,32.790008,34.999386
103489,2026-05-04,Haifa,Bat Galim,Rambam,59,penthouse,5,110,1898000,32.781929,34.988875
103490,2026-01-07,Haifa,Romema,Frug,134,garden_apartment,5,110,2013000,32.791710,35.005858
103491,2025-03-26,Haifa,Bat Galim,Frug,96,apartment,5,120,1906000,32.797834,34.983331
103492,2025-10-17,Haifa,Hadar,Frug,4,garden_apartment,3,62,1154000,32.814587,35.015267
103493,2025-01-15,Haifa,Hadar,Ahad HaAm,32,penthouse,4,90,1436000,32.811925,35.002493
103494,2024-09-01,Haifa,Neve Shaanan,Marmorek,92,penthouse,2,45,603000,32.806535,34.980057
103495,2026-02-02,Haifa,Hadar,Rambam,7,apartment,3.5,75,1175000,32.794186,34.984319
103496,2025-07-13,Haifa,Neve Shaanan,Allenby,34,apartment,3,68,1151000,32.775301,34.994690
103497,2025-01-03,Haifa,Neve Shaanan,Hartom,25,garden_apartment,3.5,75,1170000,32.788089,35.003303
103498,2026-05-15,Haifa,Bat Galim,Borochov,47,apartment,4.5,100,2043000,32.802398,35.004288
103499,2025-02-05,Haifa,Carmel Center,Hartom,78,apartment,2,45,780000,32.800054,34.979006
103500,2025-10-28,Haifa,Carmel Center,Marmorek,119,apartment,2.5,55,744000,32.786617,34.980224
103501,2025-05-31,Haifa,Hadar,Weizmann,167,garden_apartment,2.5,55,1149000,32.812148,34.993380
103502,2025-03-07,Haifa,Bat Galim,Rambam,42,penthouse,5,110,1592000,32.817060,34.994678
103503,2025-04-26,Haifa,Neve Shaanan,Hartom,136,garden_apartment,4,82,1260000,32.790679,34.998531
103504,2026-04-19,Haifa,Carmel Center,Marmorek,52,apartment,3,68,1105000,32.789323,34.988828
103505,2025-12-26,Haifa,Bat Galim,Hartom,131,apartment,3,68,1027000,32.799566,35.002833
103506,2026-01-13,Haifa,Carmel Center,Weizmann,191,garden_apartment,5,110,1818000,32.777501,34.979677
103507,2026-03-28,Haifa,Neve Shaanan,Ben Yehuda,189,apartment,2.5,55,925000,32.799991,34.976298
103508,2025-08-20,Haifa,Neve Shaanan,Weizmann,131,private_house,5.5,140,2638000,32.801469,34.982036
103509,2025-05-21,Haifa,Carmel Center,Weizmann,116,apartment,4,90,1854000,32.798174,34.991208
103510,2024-10-18,Haifa,Carmel Center,Marmorek,4,garden_apartment,3,68,970000,32.799209,34.985965
103511,2025-02-02,Haifa,Carmel Center,HaShalom,19,private_house,5,120,2006000,32.806971,34.969791
103512,2024-05-28,Haifa,Romema,Weizmann,174,garden_apartment,3.5,75,1282000,32.784930,34.982424
103513,2025-12-18,Haifa,Hadar,Frug,84,private_house,4,82,1289000,32.797813,34.975845
103514,2024-07-10,Haifa,Romema,Marmorek,171,penthouse,4.5,100,1330000,32.789208,35.003568
103515,2024-06-21,Haifa,Romema,Frug,144,apartment,6,160,3141000,32.786507,34.991820
103516,2024-10-04,Haifa,Bat Galim,HaShalom,25,apartment,3,62,1201000,32.790715,34.993180
103517,2024-06-16,Haifa,Carmel Center,Jabotinsky,168,apartment,3,68,958000,32.801155,34.957209
103518,2025-05-08,Haifa,Hadar,Ahad HaAm,12,apartment,4,82,1382000,32.796983,35.005857
103519,2025-05-30,Haifa,Hadar,Rambam,149,private_house,6,160,2206000,32.768675,35.005558
103520,2024-07-07,Haifa,Carmel Center,Herzl,39,garden_apartment,5.5,140,2548000,32.791330,35.004200
103521,2024-06-13,Haifa,Carmel Center,Sokolov,42,penthouse,4,82,1127000,32.791289,34.956863
103522,2026-02-22,Haifa,Bat Galim,Jabotinsky,54,private_house,3,62,878000,32.823205,35.006016
103523,2024-07-14,Haifa,Bat Galim,Jabotinsky,175,private_house,4,82,1363000,32.784214,35.008287
103524,2026-03-10,Haifa,Bat Galim,Hartom,135,garden_apartment,2.5,55,829000,32.777093,34.996576
103525,2025-05-20,Haifa,Neve Shaanan,Ahad HaAm,74,penthouse,5,120,2240000,32.800472,34.986067
103526,2026-01-10,Haifa,Bat Galim,Borochov,64,apartment,3,68,1297000,32.783542,34.998695
103527,2026-02-13,Haifa,Romema,Allenby,163,garden_apartment,2,45,750000,32.787456,34.979267
103528,2024-12-22,Haifa,Carmel Center,Ben Yehuda,165,apartment,2,45,587000,32.803762,34.975080
103529,2024-08-09,Haifa,Romema,Herzl,197,penthouse,4,82,1306000,32.775428,34.996982
103530,2024-12-03,Haifa,Romema,Ben Yehuda,97,apartment,4.5,100,1263000,32.793493,34.988452
103531,2025-10-15,Haifa,Neve Shaanan,Weizmann,28,apartment,6,160,2553000,32.792264,34.961440
103532,2024-11-23,Haifa,Hadar,Herzl,13,apartment,5,110,1609000,32.766354,34.998050
103533,2025-12-02,Haifa,Neve Shaanan,Tchernichovsky,84,private_house,5,120,2166000,32.797393,34.990712
103534,2025-05-13,Haifa,Neve Shaanan,Marmorek,2,garden_apartment,5,120,2140000,32.811809,34.989710
103535,2025-12-22,Haifa,Carmel Center,Ben Yehuda,141,penthouse,4,90,1606000,32.777078,35.017358
103536,2024-10-13,Haifa,Bat Galim,Allenby,171,garden_apartment,2.5,55,849000,32.779032,34.995286
103537,2025-10-20,Haifa,Romema,Frug,19,apartment,4.5,100,2337000,32.801897,34.989607
103538,2025-05-24,Haifa,Bat Galim,Weizmann,148,penthouse,4,82,1162000,32.795577,35.006597
103539,2024-12-17,Haifa,Hadar,Rambam,7,apartment,6,160,2914000,32.809339,34.987218
103540,2026-03-13,Haifa,Romema,Sokolov,199,garden_apartment,4,82,1226000,32.808251,34.978469
103541,2025-10-20,Haifa,Hadar,Jabotinsky,128,private_house,3.5,75,1150000,32.772769,34.973564
103542,2025-02-15,Haifa,Bat Galim,Allenby,31,private_house,5.5,140,2531000,32.790163,35.002041
103543,2025-07-18,Haifa,Neve Shaanan,Herzl,1,private_house,2.5,55,667000,32.812849,35.007082
103544,2026-04-10,Haifa,Romema,Rambam,106,apartment,3,62,969000,32.786396,35.018825
103545,2025-10-01,Haifa,Bat Galim,Rambam,168,apartment,4,82,1565000,32.789201,34.982348
103546,2024-06-21,Haifa,Neve Shaanan,Sokolov,84,apartment,5,110,1681000,32.788784,34.981261
103547,2025-04-21,Haifa,Hadar,Allenby,115,garden_apartment,6,160,2114000,32.777916,34.973577
103548,2026-03-12,Haifa,Bat Galim,Frug,144,apartment,5,110,1545000,32.796093,35.006824
103549,2025-11-05,Haifa,Hadar,Frug,146,apartment,4.5,100,1810000,32.823446,34.981293
103550,2025-11-17,Haifa,Hadar,Borochov,131,apartment,5,120,2716000,32.796423,34.983863
103551,2025-12-20,Haifa,Hadar,Rambam,11,apartment,4.5,100,1692000,32.811568,34.996511
103552,2026-03-20,Haifa,Bat Galim,Ahad HaAm,124,penthouse,5.5,140,2668000,32.786554,34.980579
103553,2024-09-10,Haifa,Carmel Center,HaShalom,104,apartment,3,62,1120000,32.795845,34.998192
103554,2025-08-04,Haifa,Bat Galim,Jabotinsky,137,private_house,3.5,75,1262000,32.806778,34.990867
103555,2024-10-14,Haifa,Hadar,Jabotinsky,47,garden_apartment,3.5,75,1248000,32.787161,35.006673
103556,2024-11-10,Haifa,Carmel Center,Herzl,192,apartment,5.5,140,1965000,32.800853,34.978010
103557,2024-06-22,Haifa,Bat Galim,Marmorek,75,apartment,3,62,691000,32.797689,34.997579
103558,2025-06-30,Haifa,Neve Shaanan,Allenby,189,private_house,5,110,1975000,32.795717,35.000334
103559,2026-02-26,Haifa,Romema,Ahad HaAm,91,garden_apartment,6,160,2613000,32.793875,34.994280
103560,2025-01-29,Haifa,Neve Shaanan,Herzl,183,penthouse,2,45,744000,32.810912,34.992305
103561,2025-08-19,Haifa,Neve Shaanan,HaShalom,64,garden_apartment,4,90,1460000,32.783864,34.984530
103562,2025-04-26,Haifa,Neve Shaanan,Bialik,61,private_house,5.5,140,2312000,32.776538,34.991734
103563,2024-08-17,Haifa,Romema,Tchernichovsky,102,penthouse,3,68,1315000,32.779126,34.983633
103564,2025-07-26,Haifa,Neve Shaanan,Herzl,77,apartment,3,62,1265000,32.783978,35.003132
103565,2025-02-26,Haifa,Hadar,Jabotinsky,130,apartment,3,62,1154000,32.805655,34.975746
103566,2025-10-18,Haifa,Bat Galim,Frug,133,apartment,3.5,75,1256000,32.807014,34.983143
103567,2024-11-20,Haifa,Carmel Center,Sokolov,54,apartment,5,110,1935000,32.793170,35.001667
103568,2026-01-15,Haifa,Bat Galim,Sokolov,154,apartment,5.5,140,3091000,32.794223,34.982125
103569,2024-12-17,Haifa,Hadar,Tchernichovsky,157,private_house,2.5,55,1079000,32.782473,34.997163
103570,2025-10-07,Haifa,Bat Galim,Tchernichovsky,85,apartment,4,90,1216000,32.803297,34.993785
103571,2024-07-29,Haifa,Carmel Center,Jabotinsky,180,apartment,4.5,100,1364000,32.784459,34.977587
103572,2025-03-14,Haifa,Bat Galim,Rambam,48,garden_apartment,3,68,1284000,32.797136,34.982128
103573,2025-09-16,Haifa,Romema,Weizmann,141,apartment,6,160,2901000,32.788112,34.992334
103574,2025-02-01,Haifa,Bat Galim,Ahad HaAm,22,apartment,3.5,75,1203000,32.819317,34.963115
103575,2025-11-03,Haifa,Romema,Marmorek,157,garden_apartment,5.5,140,2640000,32.790785,34.999641
103576,2025-03-22,Haifa,Neve Shaanan,Rambam,101,garden_apartment,5.5,140,1939000,32.802898,34.964895
103577,2024-10-15,Haifa,Bat Galim,Bialik,142,private_house,5,120,2078000,32.807573,34.997538
103578,2024-12-07,Haifa,Bat Galim,HaShalom,102,apartment,5,110,1830000,32.795812,34.981368
103579,2024-07-20,Haifa,Bat Galim,Jabotinsky,10,private_house,2,45,908000,32.800406,34.966609
103580,2025-08-17,Haifa,Bat Galim,HaShalom,81,apartment,3,62,1140000,32.796914,34.983039
103581,2025-06-30,Haifa,Hadar,Allenby,53,private_house,2.5,55,951000,32.795789,34.995378
103582,2024-08-24,Haifa,Carmel Center,Marmorek,193,apartment,6,160,2911000,32.799310,35.013939
103583,2025-06-15,Haifa,Hadar,Jabotinsky,85,garden_apartment,4,90,1161000,32.776458,35.005027
103584,2025-04-30,Haifa,Neve Shaanan,Borochov,171,private_house,4,82,1514000,32.796372,34.988019
103585,2026-01-09,Haifa,Hadar,Tchernichovsky,148,apartment,4.5,100,1784000,32.807367,34.991740
103586,2025-10-06,Haifa,Carmel Center,Marmorek,115,apartment,6,160,2526000,32.801380,34.991979
103587,2025-11-06,Haifa,Hadar,Hartom,167,apartment,3,68,1089000,32.775051,34.958686
103588,2026-01-05,Haifa,Bat Galim,Sokolov,20,apartment,4,82,1316000,32.796813,35.002436
103589,2025-11-06,Haifa,Hadar,Weizmann,120,apartment,4,90,1657000,32.795479,34.974711
103590,2024-08-15,Haifa,Romema,Ben Yehuda,18,apartment,3,68,1302000,32.788730,34.999828
103591,2025-09-10,Haifa,Neve Shaanan,Tchernichovsky,198,garden_apartment,4.5,100,1469000,32.779063,34.982527
103592,2024-11-10,Haifa,Carmel Center,Ahad HaAm,43,apartment,2,45,737000,32.778329,34.990763
103593,2025-09-14,Haifa,Romema,Hartom,190,apartment,2,45,828000,32.787864,34.987332
103594,2024-06-04,Haifa,Hadar,Sokolov,6,apartment,5,110,1971000,32.807402,34.983806
103595,2026-05-01,Haifa,Bat Galim,Borochov,90,apartment,2.5,55,929000,32.806786,34.977923
103596,2025-06-10,Haifa,Romema,Tchernichovsky,148,apartment,4,90,1584000,32.804252,34.997301
103597,2024-07-31,Haifa,Bat Galim,Marmorek,17,penthouse,5.5,140,1958000,32.790465,34.977090
103598,2024-10-19,Haifa,Carmel Center,Herzl,183,apartment,3,62,868000,32.794538,34.995144
103599,2024-09-25,Haifa,Bat Galim,Bialik,198,apartment,5,120,2042000,32.814380,34.987731
103600,2025-02-05,Haifa,Bat Galim,Herzl,146,garden_apartment,3,68,1081000,32.796518,34.986968
103601,2025-08-19,Jerusalem,Pisgat Zeev,Marmorek,162,penthouse,4.5,100,2498000,31.755750,35.199792
103602,2024-12-21,Jerusalem,Talpiot,Marmorek,168,apartment,2,45,1281000,31.769354,35.216357
103603,2026-03-20,Jerusalem,Kiryat HaYovel,Allenby,185,apartment,4.5,100,2501000,31.772791,35.218350
103604,2024-12-19,Jerusalem,Pisgat Zeev,Ahad HaAm,58,private_house,4,90,2996000,31.754992,35.212587
103605,2025-07-29,Jerusalem,Kiryat HaYovel,Allenby,18,private_house,4,90,3235000,31.777648,35.203926
103606,2025-11-17,Jerusalem,Kiryat HaYovel,Herzl,36,penthouse,4,90,2995000,31.748728,35.210416
103607,2024-06-04,Jerusalem,Beit HaKerem,Allenby,123,apartment,5,110,2834000,31.773155,35.243946
103608,2025-02-26,Jerusalem,Beit HaKerem,Ben Yehuda,177,apartment,6,160,4567000,31.726936,35.209284
103609,2025-04-21,Jerusalem,Pisgat Zeev,Jabotinsky,144,penthouse,6,160,5759000,31.737504,35.215228
103610,2025-11-17,Jerusalem,Rehavia,Hartom,2,apartment,5.5,140,4668000,31.778552,35.228240
103611,2025-07-05,Jerusalem,Kiryat HaYovel,Jabotinsky,11,apartment,5,120,3575000,31.806899,35.216512
103612,2026-04-23,Jerusalem,Baka,Ahad HaAm,14,apartment,4,82,2590000,31.795396,35.207417
103613,2024-06-24,Jerusalem,Kiryat HaYovel,Allenby,155,apartment,4.5,100,2759000,31.765752,35.183347
103614,2025-05-23,Jerusalem,Rehavia,Hartom,39,private_house,5,120,3180000,31.783959,35.227612
103615,2024-10-10,Jerusalem,Kiryat HaYovel,Sokolov,164,penthouse,3.5,75,2214000,31.762776,35.208624
103616,2025-05-06,Jerusalem,Talpiot,Rambam,168,apartment,5.5,140,4470000,31.735458,35.208555
103617,2025-08-14,Jerusalem,Kiryat HaYovel,Ahad HaAm,76,apartment,4,82,2494000,31.762377,35.238012
103618,2024-12-09,Jerusalem,Baka,Rambam,151,apartment,5,110,3431000,31.767828,35.211401
103619,2026-04-01,Jerusalem,Talpiot,Jabotinsky,46,apartment,2,45,1330000,31.763245,35.219880
103620,2024-11-15,Jerusalem,Baka,Frug,18,apartment,5,120,3119000,31.786298,35.237006
103621,2024-11-04,Jerusalem,Pisgat Zeev,Weizmann,5,garden_apartment,5,120,3918000,31.754303,35.217929
103622,2025-09-20,Jerusalem,Kiryat HaYovel,Herzl,81,penthouse,6,160,5072000,31.756164,35.204614
103623,2025-06-16,Jerusalem,Rehavia,Rambam,195,penthouse,5,110,2938000,31.787848,35.211657
103624,2025-04-03,Jerusalem,Talpiot,Jabotinsky,1,garden_apartment,4,90,2859000,31.765065,35.210307
103625,2025-05-13,Jerusalem,Kiryat HaYovel,Frug,139,apartment,3,68,2327000,31.763462,35.208285
103626,2026-03-27,Jerusalem,Pisgat Zeev,Borochov,132,apartment,3.5,75,2059000,31.756039,35.220580
103627,2025-04-24,Jerusalem,Baka,Weizmann,135,apartment,3.5,75,2045000,31.762324,35.212535
103628,2024-10-09,Jerusalem,Baka,HaShalom,191,penthouse,4.5,100,3096000,31.784117,35.215174
103629,2025-11-05,Jerusalem,Beit HaKerem,Ben Yehuda,31,private_house,3,62,1847000,31.757949,35.204142
103630,2024-12-15,Jerusalem,Baka,Weizmann,173,apartment,4,82,2613000,31.766076,35.220532
103631,2024-12-30,Jerusalem,Baka,Bialik,14,apartment,4,90,2588000,31.760638,35.209369
103632,2024-07-15,Jerusalem,Baka,Ben Yehuda,38,apartment,6,160,5724000,31.777904,35.233547
103633,2025-07-22,Jerusalem,Talpiot,Ahad HaAm,77,penthouse,2,45,1157000,31.747886,35.204378
103634,2025-10-07,Jerusalem,Kiryat HaYovel,Allenby,103,penthouse,5.5,140,3970000,31.765620,35.216327
103635,2024-12-20,Jerusalem,Rehavia,Ben Yehuda,25,apartment,6,160,4850000,31.773912,35.199364
103636,2025-04-07,Jerusalem,Kiryat HaYovel,Sokolov,48,garden_apartment,3.5,75,2154000,31.758843,35.223471
103637,2026-01-25,Jerusalem,Kiryat HaYovel,Sokolov,179,apartment,6,160,3830000,31.764415,35.202006
103638,2025-03-17,Jerusalem,Beit HaKerem,Sokolov,60,apartment,4,82,2126000,31.761931,35.196452
103639,2025-12-28,Jerusalem,Kiryat HaYovel,Rambam,181,apartment,3,68,2362000,31.756759,35.222305
103640,2024-12-07,Jerusalem,Talpiot,Bialik,108,apartment,5.5,140,3693000,31.766858,35.205569
103641,2025-07-26,Jerusalem,Rehavia,Ahad HaAm,115,apartment,2,45,1851000,31.773935,35.205751
